time,px,py,pz,qx,qy,qz,qw,vx_b,vy_b,vz_b,wx_b,wy_b,wz_b,ref_px,ref_py,ref_pz,ref_qx,ref_qy,ref_qz,ref_qw,ref_vx_b,ref_vy_b,ref_vz_b,ref_wx_b,ref_wy_b,ref_wz_b,u0,u1,u2,u3,u4,u5,cmd_wx,cmd_wy,cmd_wz,cmd_thrust_norm,solve_ms
0.004,-0.01197884836979441,2.475560285314048,0.9985709299904163,0.0010161185665024752,-0.000855924573935657,0.708421124023477,-0.7057887402994583,-0.0004774097579903518,0.002078800781524094,0.0014027075741158425,-0.0018873022645577594,0.005749473612274877,0.000678505122803935,0.0,2.5,1.0,0.0,0.0,-0.7071067811865475,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.024,-0.011931884998280509,2.475570008270355,0.9985990018840172,0.0010116901288069792,-0.0009111580383189813,0.7084167675997021,-0.7057930501625121,-0.0005089780713097639,0.0025852848072588424,0.0014268020546489618,-0.0039696041557420155,0.0036024886774159506,0.0005548075830481785,0.0,2.5,1.0,0.0,0.0,-0.7071067811865475,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.044,-0.011871404343645,2.4755807494968347,0.9986285595820497,0.0010027577118194254,-0.0009602897322832623,0.7084133582501055,-0.7057964197793931,-0.0005306545049646533,0.003138352079152151,0.0013604608453404877,-0.0016289525541667016,0.0039288230206907795,0.0003814197897267056,0.0,2.5,1.0,0.0,0.0,-0.7071067811865475,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.064,-0.011803013254705844,2.475591166910066,0.9986534929563604,0.0009925719485410782,-0.0010008837866077602,0.7084112226583462,-0.7057985212822989,-0.0005334913906032932,0.0036629733092510427,0.0011771068513390314,-0.003285127306869712,0.0031516637803160196,0.0002486693863688886,0.0,2.5,1.0,0.0,0.0,-0.7071067811865475,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.084,-0.011724049407151303,2.475601401116872,0.9986754483681488,0.0010084847517401276,-0.0010337688831640918,0.7084096058547502,-0.7058000741096017,-0.0005179833384666236,0.0041980173420839975,0.0010306851536300726,-0.003717978676172448,-0.000952205926762608,0.0002034637931792912,0.0,2.5,1.0,0.0,0.0,-0.7071067811865475,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.104,-0.011639076208084019,2.4756107922077026,0.9986934930074378,0.0010622818257241008,-0.0010508666273671347,0.7084083479274746,-0.7058012325175698,-0.0005075879649922419,0.004712227301838705,0.0009145087858856999,-0.006823485003790063,-0.0034014904224648613,0.00014040161971687576,0.0,2.5,1.0,0.0,0.0,-0.7071067811865475,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.124,-0.011533598702541307,2.4756211310447704,0.9987112397517685,0.0011544561106622197,-0.0010995141511445814,0.7084074174608898,-0.7058019475646923,-0.0005134837017513493,0.005303607943511646,0.0008259673691894101,-0.011142863835226747,-0.003616657994659957,9.070823882620907e-05,0.0,2.5,1.0,0.0,0.0,-0.7071067811865475,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.144,-0.011421095533415864,2.4756310579891063,0.9987280738175859,0.001280238095205047,-0.0011330231030062302,0.7084064609996968,-0.705802637614052,-0.0005250919187422086,0.00591563857858394,0.0009283064292563369,-0.010401209208186355,-0.008527967905573175,0.00011485916340707409,0.0,2.5,1.0,0.0,0.0,-0.7071067811865475,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.164,-0.011295823599743703,2.4756416016160903,0.9987487783709939,0.001395485061863651,-0.00113149442195381,0.7084055373301678,-0.7058033486898256,-0.0005796397339264588,0.006573955425672463,0.0011864624245546253,-0.005158754234091135,-0.007042764283654898,8.301964632668118e-05,0.0,2.5,1.0,0.0,0.0,-0.7071067811865475,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.184,-0.011157008311538102,2.475653593362154,0.9987761785497175,0.0014277856633713405,-0.0010993531829659377,0.7084049890371477,-0.705803885196134,-0.0006679216956675959,0.007260228395281643,0.001628273203055329,0.0051827615457747615,-0.0024623189711997814,7.453027340496743e-05,0.0,2.5,1.0,0.0,0.0,-0.7071067811865475,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
