t,px,py,pz,yaw,vx,vy,vz,ax,ay,az,dyaw
0.0,-4.999999999999997,4.499999999999992,1.199999999999996,0.0,0.004853726711735198,-0.0055053139988551075,0.23217319661198055,0.3254222361224228,-0.47110358250344186,2.577612922937167,0.0
0.09215496413128768,-4.999552704988974,4.499492657985896,1.2213959126060194,0.0,0.034843001209120504,-0.04891984774658092,0.4697130230695988,0.6437196895111197,-1.4385178515379542,3.7111573690132746,0.0
0.18430992826257536,-4.993578088946691,4.490983586371203,1.2865727735859511,0.0,0.12349765650673696,-0.2706384360202495,0.9161763450659451,1.1983251236351884,-3.9057110202850582,4.131762504523094,0.0
0.276464892393863,-4.976790860777622,4.449611307257908,1.3902563090409923,0.0,0.2557062187815638,-0.7687811657096699,1.231237873876249,1.5006832253374607,-6.501814616292172,2.3419310972456406,0.0
0.3686198565251507,-4.946448894106767,4.349289584869634,1.5135021377942484,0.0,0.40008847411353454,-1.4689874215256238,1.3478174975951833,1.5735395325795578,-7.97423583300008,0.6102331778121401,0.0
0.46077482065643843,-4.903050582815073,4.178862340977894,1.6386724553338043,0.0,0.5457251771496285,-2.238512000038773,1.343709907102248,1.757066960860234,-8.307136967956314,-0.09216999263113834,0.0
0.552929784787726,-4.845866325855237,3.936709598727575,1.7611612143779753,0.0,0.7239333596222255,-3.0000752401570394,1.3308296528653762,2.182638753149981,-8.072343521904923,0.011698037487306578,0.0
0.6450847489190138,-4.769622477236215,3.6259186886822214,1.8839575731831297,0.0,0.9480071691658184,-3.726325055471934,1.3458659715523462,2.611625208802193,-7.669910798024258,0.2638571993404515,0.0
0.7372397130503014,-4.671139192513878,3.2499108950705056,2.00921767504583,0.0,1.2052818145052913,-4.413715949121244,1.3794611543473791,3.005082090424451,-7.176425505021179,0.4440338632376175,0.0
0.8293946771815892,-4.547477072468558,2.8124270187283,2.1382059595819047,0.0,1.5018736336750989,-5.0490115254841035,1.4277058210318256,3.475061692899394,-6.37545249016663,0.7282479340339023,0.0
0.9215496413128769,-4.394328970831767,2.319327943011614,2.272358032500267,0.0,1.8457701858316027,-5.588775140225314,1.5136844788265367,4.048513278421691,-4.878159563836046,1.2371881785698848,0.0
1.0137046054441645,-4.207283301928735,1.782360273557708,2.4171930372865975,0.0,2.248054825591084,-5.948104764748121,1.6557318854713474,4.650628767625804,-2.4178146099020914,1.6396350272798426,0.0
1.105859569575452,-3.979990147196738,1.2230331805226062,2.5775258575335496,0.0,2.702927240368583,-6.034402377528575,1.8158854930812898,4.935063025750415,0.7150366423025929,1.4485284802084468,0.0
1.19801453370674,-3.7091069761574396,0.6701600042479019,2.7518787622494614,0.0,3.157635937838432,-5.816316412500217,1.9227100657448641,4.583308598012067,3.756248673318602,0.5636508957066546,0.0
1.2901694978380276,-3.398006494014407,0.15102831978225123,2.9319004118207173,0.0,3.5476765192734327,-5.342088454012829,1.91977194923412,3.7022612815274236,6.060059484904414,-0.7011426523238242,0.0
1.3823244619693154,-3.0552349713913296,-0.3144399354835348,3.1057117924933064,0.0,3.8399994490460623,-4.6993872835705455,1.7934825137932282,2.7302251442012846,7.4454475162886204,-1.9492568291190686,0.0
1.474479426100603,-2.690256471032398,-0.7151154133306953,3.2624570452781305,0.0,4.05088411974185,-3.969818556402904,1.5605045628938494,1.9941131552168727,8.136007552232382,-2.9083394100151807,0.0
1.5666343902318907,-2.308616809881704,-1.0461169088295939,3.3933282765336927,0.0,4.207534301631542,-3.1998403152748245,1.2574466857701099,1.4898703225518446,8.476312418199646,-3.4597597171603764,0.0
1.6587893543631784,-1.914766125736363,-1.3048777522906947,3.4942169537264323,0.0,4.32548201201192,-2.407550022673349,0.9228364976182719,1.1561850871389332,8.673499947248759,-3.708457673865479,0.0
1.750944318494466,-1.5113875305467266,-1.4898522807970809,3.563416205207803,0.0,4.420630692100378,-1.6012281622119553,0.5739411179351664,0.9581341392851215,8.802399104155278,-3.8277724192611493,0.0
1.8430992826257537,-1.1000000000000034,-1.5999999999999954,3.6000000000000045,0.0,4.5020756464894855,-0.7851804752479326,0.2173400376187852,0.839672165845549,8.87471234345327,-3.871851701850769,0.0
1.9480795010208984,-0.6228277188149927,-1.6333887026243095,3.6013330430516315,0.0,4.584949429939777,0.1488260832087568,-0.18939937699268286,0.7591732265796551,8.876601931276197,-3.83774685942417,0.0
2.053059719416043,-0.1373420150284608,-1.568752410563697,3.5602336240788124,0.0,4.661471988741643,1.0785547434563425,-0.5884349692764742,0.6978346246741971,8.817278628112037,-3.743112615453185,0.0
2.1580399378111874,0.35589697602690024,-1.4069348775859778,3.4777849798796625,0.0,4.731467092543759,2.0001057552688395,-0.9753049366884744,0.6197674640211694,8.733191735217147,-3.6119287263521054,0.0
2.2630201562063315,0.8560788823809039,-1.1488093325606816,3.355458173567975,0.0,4.791598636195937,2.912179494755873,-1.3467971023167529,0.5044518249013095,8.626262067204777,-3.4475112221564297,0.0
