time,px,py,pz,qx,qy,qz,qw,vx_b,vy_b,vz_b,wx_b,wy_b,wz_b,ref_px,ref_py,ref_pz,ref_qx,ref_qy,ref_qz,ref_qw,ref_vx_b,ref_vy_b,ref_vz_b,ref_wx_b,ref_wy_b,ref_wz_b,u0,u1,u2,u3,u4,u5,cmd_wx,cmd_wy,cmd_wz,cmd_thrust_norm,solve_ms
0.014,-4.81694609581045,4.317837423189256,1.193240730524309,0.0007988098879664017,0.0002471664517147261,-0.4142395281264443,0.9101675198275805,-0.013027005933597612,-0.006639311090229553,0.0023096098976305205,0.001191909760008628,-0.00023841731200069103,0.0026413468020483905,-4.9999715761966534,4.499978792441038,1.2016256770047666,0.00413419667380598,0.006507403814043768,-0.4150717574279322,0.9097560103121886,0.003570532157082914,0.0003018672586120618,0.12521429913216567,0.046114709609940394,0.1252964303757441,-0.5781958635558331,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.034,-4.81721707792403,4.317942898946569,1.193294046076417,0.0008143674313663723,0.0002598254812367546,-0.41421464124243185,0.9101788287346666,-0.0127483366956329,-0.00684998679800241,0.004707809885410234,6.869523445010605e-05,0.005477132540646373,0.0028025779737687745,-4.999929247976153,4.49994359810582,1.2039479725629416,0.004993757041338554,0.007426680226697972,-0.42017224272675024,0.90740023873338,0.0056839786855795655,0.0004656103884238519,0.1381981410441971,0.04877493585910011,0.13498855142488603,-0.6033735388626277,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.054,-4.817501562620779,4.31804544929751,1.1940136515975632,0.0009426828383368382,0.0005519911725498902,-0.4141873345842337,0.9101910011227424,-0.012537777057444618,-0.007064004927358362,0.07139128456590942,-0.0002848670470296769,0.05998523941549972,0.0028275814625424154,-4.999884951458498,4.499902621692846,1.2062701365819344,0.00585315187320017,0.008345710455870655,-0.4252587999362479,0.9050143881767396,0.007797425214076215,0.0006293535182356417,0.15118198295622848,0.05143516210825983,0.14468067247402797,-0.6285512141694223,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.074,-4.817757616529546,4.3181278982737625,1.1962820145760427,0.0013213083093584143,0.0013535650942864141,-0.4141629717932456,0.9102007771921944,-0.012370078665797746,-0.007240571292836513,0.16383981469342923,0.003673905889794481,0.1206426577511278,0.0025517200052296834,-4.99983875189713,4.499855841762855,1.2085921538552726,0.006712352681721339,0.009264464037066976,-0.4303312604445653,0.9025985377296896,0.009910871742572866,0.0007930966480474318,0.16416582486825992,0.05409538835741955,0.1543727935231699,-0.653728889476217,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.094,-4.818031744036304,4.318198768940727,1.2008063601296097,0.002031825014612446,0.002718698928528081,-0.4141389510751357,0.9102073442714206,-0.0120952196958029,-0.007410167056455987,0.25813676132332153,0.011416664543871873,0.16482129908381715,0.0019190907905152813,-4.999790714797818,4.499803237646092,1.2109140091959412,0.007571330985664157,0.010182910514962569,-0.43538945610712804,0.9001527674741043,0.012024318271069517,0.0009568397778592216,0.17714966678029131,0.05675561460657927,0.16406491457231184,-0.6789065647830115,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.114,-4.818263051295298,4.318234442439098,1.2063191920629055,0.002867601123994142,0.004175257141541037,-0.41412336859174165,0.9102066686625758,-0.01158346712436269,-0.007539067321699493,0.31351303024667515,0.021616080096608252,0.18410475951811103,0.0008413973433991541,-4.999740905909979,4.4997447894450495,1.213235687438396,0.008430058311166423,0.01110101944441309,-0.44043321925222,0.897677158483656,0.014137764799566169,0.0011205829076710119,0.19013350869232273,0.05941584085573899,0.17375703562145378,-0.7040842400898062,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.134,-4.818481982540594,4.318233703191414,1.2128833388160476,0.0038929662740076186,0.005787537573904235,-0.41411836491581105,0.9101963134741182,-0.010547903977375572,-0.0076825216183520305,0.33513895396769217,0.030540718422237163,0.19197156952868982,-0.0008664950809038478,-4.999689391217956,4.499680478037104,1.2155571734405757,0.009288506192685491,0.01201876039146342,-0.4454623826865416,0.8951717928211267,0.01625121132806282,0.0012843260374828017,0.20311735060435415,0.0620760671048987,0.18344915667059572,-0.7292619153966007,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.154,-4.818679992685589,4.318183794092127,1.219824972373908,0.005074218024006908,0.007495389071283076,-0.41413142005994785,0.9101720927238134,-0.008699436864612279,-0.007904892055541925,0.32146683573938356,0.03914432209439105,0.197061552334283,-0.0032588988105933777,-4.999636236932268,4.499610285077051,1.2178784520859074,0.010146646173941882,0.012936102934356522,-0.4504767797007525,0.8926367535356879,0.018364657856559472,0.0014480691672945918,0.21610119251638557,0.06473629335405842,0.1931412777197377,-0.7544395907033953,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.174,-4.818828155946671,4.318090235851049,1.225640623349975,0.0062235761850080226,0.009053512314504365,-0.4141644273564338,0.9101357745560594,-0.006239442594513805,-0.00822867654898086,0.2899595412703454,0.044385463894845975,0.20078793497264902,-0.006032969272519275,-4.9995815094808345,4.499534192999541,1.2201995082853134,0.01100444980886254,0.013853016664541855,-0.45547624407499676,0.890072124660148,0.02047810438505612,0.0016118122971063816,0.22908503442841696,0.06739651960321813,0.2028333987688796,-0.77961726601019,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.194,-4.818948864442276,4.3179352750946745,1.2310104433643287,0.0074728444335219165,0.010690161426838086,-0.41422678087416226,0.9100802442924302,-0.002746118748226488,-0.008751857742779716,0.24902889363012462,0.047506312632545594,0.2000684294086365,-0.009653416710777789,-4.999240920041959,4.499158313934559,1.2248363556735558,0.012442891078032974,0.015462081249784015,-0.4624723734410559,0.8864115310107613,0.025980635957522882,0.0019020090313735156,0.2480870829702886,0.06991656252828382,0.21378457271962104,-0.7929112042102477,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
