time,px,py,pz,qx,qy,qz,qw,vx_b,vy_b,vz_b,wx_b,wy_b,wz_b,ref_px,ref_py,ref_pz,ref_qx,ref_qy,ref_qz,ref_qw,ref_vx_b,ref_vy_b,ref_vz_b,ref_wx_b,ref_wy_b,ref_wz_b,u0,u1,u2,u3,u4,u5,cmd_wx,cmd_wy,cmd_wz,cmd_thrust_norm,solve_ms
0.014,-4.842598894928114,4.416401940017763,1.199247613798036,0.0006011905466891852,0.00048822738226119377,-0.003144566255556302,-0.9999947559397571,-0.03375705400314411,0.01737503742274198,-0.006026708100078602,-0.008162212247338093,0.007625840369396671,-0.0021095353622537947,-4.999971429365573,4.499978142231786,1.2016256629774973,0.00647616828279981,0.00416383643176383,2.97717692613741e-05,0.9999703599728264,0.002462807240314235,-0.0025947949361530944,0.12521429913216567,0.1275298050145303,0.04013793715560614,0.001565738632281397,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.034,-4.8433099309499745,4.416763976174379,1.1991161885944102,0.0006652828295423713,0.00040703645759914667,-0.003121945415521317,-0.9999948225750479,-0.033749230119357015,0.017540515511908526,-0.006398130821404918,-0.004305112414605426,0.007886376574661179,-0.0021905403109000387,-4.999929072535819,4.499942159156767,1.2039479418924628,0.007681362313482687,0.004554205563155318,4.099672110352558e-05,0.9999601263070275,0.0038049441330580583,-0.004237685442256024,0.1381981410441971,0.1375609166412971,0.0417061888150321,0.0018433915698018956,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.054,-4.843953239933935,4.417095559595595,1.1993504567420479,0.0005723440758568045,0.0002492361862581635,-0.0031005411033348047,-0.9999949984617168,-0.03373871221924131,0.01775853553619081,0.04051077623372094,0.031171073638028325,0.029991152489629833,-0.002282204225544395,-4.9998849020115985,4.499900579088057,1.2062700935464865,0.008886544014723056,0.004944567384539365,5.2221607141371094e-05,0.9999482875937924,0.005147081025801881,-0.005880575948358953,0.15118198295622848,0.1475920282680639,0.04327444047445807,0.002121044507322393,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.074,-4.844663785719343,4.417468258041356,1.2012867347929026,-0.0001527575039477805,-0.00030772179918518814,-0.0030759394023433407,-0.9999952102731454,-0.033728881107678736,0.018069426407872527,0.14186450987643057,0.10124877672139372,0.07222193070231132,-0.0023847516192627054,-4.999838917800312,4.499853402382074,1.208592103032327,0.010091711452069985,0.005334921269341749,6.34464093577177e-05,0.9999348438521238,0.006489217918545704,-0.007523466454461882,0.16416582486825992,0.15762313989483068,0.04484269213388403,0.0023986974448428917,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.094,-4.845333994275702,4.417821634659674,1.2051332818359648,-0.0013664656225525387,-0.001186776814640735,-0.0030513266867387184,-0.9999937068491709,-0.03366161720499912,0.018264297243840585,0.23506082825984975,0.13420161411914966,0.09840625002380413,-0.0024883134853052914,-4.999791119921005,4.499800629431167,1.210913955443656,0.011296862691095436,0.005725266591000983,7.467110973550695e-05,0.9999197951036003,0.007831354811289527,-0.00916635696056481,0.17714966678029131,0.1676542515215975,0.04641094379331,0.0026763503823633897,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.114,-4.846020296428864,4.418175865190679,1.2108998024692244,-0.00284208017012658,-0.0022876976639761844,-0.003024094917007991,-0.9999887718717835,-0.03340868867667199,0.018187219773053716,0.3035084323206315,0.14375961268426093,0.1077875726137207,-0.002645245826152852,-4.999741508404368,4.499742260663616,1.213235635875154,0.01250199579739737,0.006115602722969329,8.589569025784389e-05,0.9999031413723766,0.00917349170403335,-0.01080924746666774,0.19013350869232273,0.17768536314836428,0.04797919545273597,0.0029540033198838882,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.134,-4.846617889509321,4.4184703239903245,1.2169758106296,-0.004204155982259147,-0.0033262671694829636,-0.0029981834546174086,-0.9999811357796539,-0.032897082968467384,0.01771112219504602,0.32822067987092995,0.14362490580521595,0.10847980446143947,-0.002758805865446518,-4.9996900832927365,4.499678296543629,1.2155571294226049,0.013707108836602857,0.006505929038713797,9.712013290802598e-05,0.9998848826851843,0.010515628596777174,-0.01245213797277067,0.20311735060435415,0.1877164747751311,0.04954744711216193,0.0032316562574043867,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.154,-4.847217763383818,4.418746476127789,1.2234977726807215,-0.005639095705048659,-0.0043854654246579606,-0.0029696849045588686,-0.9999700741843258,-0.031939307314466814,0.016688032958359824,0.31866960518251125,0.14388386898050956,0.10230115974277149,-0.0028566028008495236,-4.999636844640089,4.499608737571338,1.2178784211829932,0.014912199874371167,0.006896244911717146,0.0001083444196695718,0.99986501907133,0.011857765489520996,-0.0140950284788736,0.21610119251638557,0.19774758640189788,0.05111569877158789,0.0035093091949248848,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.174,-4.847784418982149,4.418983118182496,1.2295706126766552,-0.007076185492739237,-0.005381661535484092,-0.0029399694379550535,-0.9999561599878735,-0.03050801716665973,0.015049285943229917,0.2868070451238571,0.1453920701308071,0.0968233112882784,-0.0029262034738101825,-4.999581792512048,4.499533584282796,1.2201994962545986,0.016117266976396896,0.007286549715478912,0.00011956853252625046,0.9998435505626975,0.013199902382264818,-0.015737918984976527,0.22908503442841696,0.20777869802866467,0.05268395043101386,0.0037869621324453824,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.194,-4.8482886917074675,4.419166215524155,1.2346573576189626,-0.008485824714588518,-0.006291979872772115,-0.0029107966478985735,-0.9999399627132964,-0.028722168462374867,0.012910159909081589,0.2490082398229809,0.15214796830210542,0.09405440923739349,-0.002955028954743053,-4.999259077953517,4.499136736389135,1.224835571844836,0.018218843957594384,0.007816717632396122,0.00015123293472603172,0.9998034555745963,0.015729251550426104,-0.020638533345021623,0.2480870829702886,0.21908343561931157,0.053624498762605624,0.004187846960992487,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.214,-4.848778475505556,4.419306871857494,1.2392540228747746,-0.010033624477224919,-0.007235600452709688,-0.002879636110452106,-0.9999193368276315,-0.02641783777338064,0.010005130548170649,0.21345333793059199,0.15714039876773234,0.09482027543584062,-0.002919769292793741,-4.998645842642399,4.498369963886783,1.2319308900816919,0.021274163166033127,0.008495647076604565,0.00020464414012489923,0.9997375616045996,0.019521756835866655,-0.029005262316345197,0.27349231203592983,0.23174327074450432,0.05389719070927959,0.004719846603812729,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.234,-4.849216563585227,4.419379361936296,1.2433478212363045,-0.011688537036472175,-0.008220488723436888,-0.0028482931539137355,-0.9998938388115031,-0.023726109845949025,0.006490230511552479,0.1989615996343294,0.17523188507811263,0.10027411152121911,-0.002902502494635614,-4.998022912454077,4.497559890351347,1.2390205499710722,0.02432927382139472,0.009174493237004078,0.00025805333937363955,0.9996618670918891,0.02331426212130721,-0.037371991287668785,0.2988975411015711,0.2444031058696971,0.05416988265595357,0.005251846246632972,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.254,-4.849588383753717,4.419362037069979,1.247421079561595,-0.013595229256641351,-0.009248546083120906,-0.0028155576677877077,-0.9998608437036761,-0.020665839979785456,0.0024488919803110354,0.2127213965141183,0.2089422662846424,0.10451373277927062,-0.0028942088873977,-4.997390291631984,4.496706552030469,1.2461042737873287,0.02738414597407678,0.0098532494587874,0.00031146000889570747,0.9995763727785067,0.027106767406747764,-0.04573872025899236,0.32430277016721226,0.2570629409948899,0.054442574602627546,0.0057838458894532135,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.274,-4.849873702780429,4.419223332047863,1.2521426780785263,-0.01599743997308756,-0.010336124490710212,-0.002778673808599501,-0.9998147455487368,-0.0173072589416315,-0.001959322886008797,0.2594762857349453,0.2683343974592487,0.11032355244240181,-0.0029602921390834767,-4.996747984799538,4.495809986868308,1.2531817840375803,0.030438749676814952,0.010531909088028937,0.00036486362513935705,0.999481079502563,0.03089927269218832,-0.05410544923031595,0.3497079992328535,0.26972277612008266,0.05471526654930152,0.006315845532273456,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.294,-4.850053999414584,4.418928887978384,1.257945910181534,-0.01893470331136448,-0.011467726187194036,-0.0027360244191603897,-0.9997512102703271,-0.01367836210749141,-0.006809804128877292,0.31969833652612145,0.31550960574996406,0.11495671976099121,-0.003066731725211623,-4.996095996959977,4.494870234504048,1.260252803472595,0.03349305498497655,0.011210465471750012,0.0004182636645827739,0.9993759881982291,0.03469177797762886,-0.06247217820163951,0.3751132282984947,0.28238261124527547,0.05498795849597549,0.006847845175093697,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.314,-4.850113919163491,4.418442953074276,1.2650258512454797,-0.022342000658538745,-0.012653561274501816,-0.002687770092887888,-0.9996666935962076,-0.009802108199877261,-0.01213164488452127,0.38447367006181565,0.3627464559598655,0.1177339730507416,-0.003194526258883404,-4.995434333496149,4.493887336270347,1.267317055097661,0.03654703195685413,0.011888911957984066,0.00047165960373920775,0.999261099895727,0.038484283263069415,-0.0708389071729631,0.40051845736413594,0.2950424463704683,0.05526065044264947,0.00737984481791394,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.334,-4.850044613350647,4.417736703152936,1.2732582936737225,-0.026115209543935734,-0.013819326312514457,-0.0026330730429923238,-0.9995599476655189,-0.005595076855187777,-0.018170232985077927,0.4362537986939927,0.38580680247919347,0.11306092287846298,-0.0033163691789148617,-4.994763000170308,4.492861335191712,1.2743742621834477,0.03960065065395889,0.012567241895841883,0.0005250509191621034,0.9991364157213202,0.04227678854850997,-0.07920563614428668,0.4259236864297772,0.30770228149566103,0.05553334238932344,0.007911844460734181,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
