time,px,py,pz,qx,qy,qz,qw,vx_b,vy_b,vz_b,wx_b,wy_b,wz_b,ref_px,ref_py,ref_pz,ref_qx,ref_qy,ref_qz,ref_qw,ref_vx_b,ref_vy_b,ref_vz_b,ref_wx_b,ref_wy_b,ref_wz_b,u0,u1,u2,u3,u4,u5,cmd_wx,cmd_wy,cmd_wz,cmd_thrust_norm,solve_ms
0.019,-4.852845657036323,4.42657337474377,4.197288627895779,-0.0009982348671198945,0.00021338624435923188,0.011277332070105468,0.9999358878322356,-0.006954789351703082,0.011483715836516587,0.0025075436652214744,0.005376299293366572,-0.01852709018644544,0.000949291393905982,-4.9986999177812566,4.494661603996945,4.201789896164427,0.15826649872600104,0.03783534641489981,0.006068943765003131,0.9866526085022298,0.013591278105773163,-0.059228223846313974,0.044854608209391224,-0.09791303528207473,0.002317291560621783,-0.007538635645544939,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.039,-4.852981664176695,4.426791761166188,4.197332956973074,-0.0009285738304508886,3.4379144645554165e-05,0.011286271191196883,0.9999358762697309,-0.006857443756598564,0.011789746913215705,0.00224740568709129,0.007610761182438466,-0.01906925087680451,0.0009062951343898812,-4.997331259413213,4.489045652139464,4.203684035200559,0.15735719260420164,0.03786257430866848,0.006037434930718627,0.9867971872588116,0.027897886638165968,-0.12157372263190765,0.09206998527190831,-0.1042779655951338,0.0024486199200555465,-0.008034404062214215,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.059,-4.85312582757767,4.427037149920517,4.19773321659531,0.0015930109021952414,0.000373758881874857,0.011293944139900017,0.9999348826030267,-0.007109235958475583,0.013490453180332042,0.05147377705195375,0.6909792240084441,0.12166417837768619,0.00038544317848088276,-4.995962446034212,4.4834332187867565,4.205588463061373,0.15644775281143175,0.037889770039134234,0.006005920967785261,0.9869409277560452,0.04220449517055877,-0.18391922141750128,0.13928536233442537,-0.11064289590819287,0.0025799482794893096,-0.008530172478883487,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.079,-4.853280540595926,4.42731328776152,4.200018632341821,0.016618281075179552,0.003469336425487522,0.011279947349735272,0.9997922580349681,-0.007867921131494274,0.017319686440380084,0.16688401975894165,2.078085592383037,0.41763137116543986,-0.0029308905130365167,-4.994593477262697,4.477824322895352,4.207503173238961,0.15553818012023762,0.03791693358319498,0.0059744019029733565,0.9870838298718271,0.05651110370295158,-0.24626472020309495,0.18650073939694245,-0.11700782622125196,0.002711276638923073,-0.009025940895552764,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.099,-4.853391891013871,4.427411219628996,4.204698791944401,0.04171356427043551,0.009012314350008448,0.011221343419974895,0.999025944707025,-0.008722473599168114,0.020753103073969333,0.2921214488608622,2.793035395063149,0.6027440118682956,-0.008489369936549683,-4.993224352717639,4.47221898340976,4.2094281591904785,0.15462847530327825,0.037944064917775966,0.005942877763057559,0.987225893484765,0.07081771223534437,-0.3086102189886886,0.23371611645945953,-0.12337275653431104,0.0028426049983568367,-0.00952170931222204,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.119,-4.853398889087703,4.427066453180096,4.211281654031653,0.06930258935821582,0.015494777232372792,0.011114780783844288,0.997413417111928,-0.00915964164813738,0.021147550871892337,0.38839272041868517,2.9770327733245985,0.6798085224823378,-0.014641859051461679,-4.991855072018539,4.466617219262406,4.211363414338165,0.15371863913332498,0.03797116401982981,0.005911348574816833,0.9873671184741797,0.08512432076773718,-0.37095571777428227,0.2809314935219766,-0.1297376868473701,0.0029739333577906,-0.010017477728891314,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.139,-4.853242825157098,4.426005392624208,4.219613922000585,0.09869991490563562,0.022718338168101853,0.010953861535061012,0.994797575804229,-0.008215102980904436,0.014415335496014078,0.4399653693470999,2.923137167733394,0.6972520119790077,-0.02058333302998215,-4.990485634785428,4.461019049373566,4.213308932069366,0.15280867238326076,0.03799823086633652,0.005879814365034433,0.9875075047201042,0.09943092930013,-0.43330121655987597,0.3281468705844937,-0.13610261716042918,0.0031052617172243635,-0.010513246145560588,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.159,-4.852862556004233,4.42399327788698,4.228772012478532,0.1286104329329421,0.030351322692592008,0.010739903995338418,0.9911724412097938,-0.004726913116092111,-0.003957314082365937,0.4459627290007587,2.831832670212945,0.6920007187931362,-0.0262764035843535,-4.988302482875421,4.452216658556192,4.216278077614712,0.15160979191121587,0.03803294783502718,0.005837848762421748,0.9876911892881515,0.11384655053943714,-0.4944244286678107,0.37295873948544755,-0.14261398441067272,0.003230996522868314,-0.01102275710741201,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.179,-4.852280142334518,4.421186493918211,4.23696664422501,0.1558961173482319,0.03738996303773506,0.010480998269772565,0.9870098986003393,0.0017204609037759812,-0.03423463930956691,0.42028812099184953,2.7002509553541065,0.6644398362540181,-0.03126365953361664,-4.984213257817711,4.435915589684112,4.221664300982925,0.14973413416780446,0.038085557767434226,0.005771447494897137,0.9879756422849578,0.12851749685716518,-0.5526848511922215,0.41214121042714635,-0.14946833023221,0.0033436303368897195,-0.011564455293355487,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
0.199,-4.851510562856399,4.417659253106446,4.243843750650747,0.18035790031448362,0.043771080951782865,0.01019146363078006,0.982573790783942,0.010781909484482769,-0.07487551598690181,0.39263466358039795,2.5460975634631184,0.6307773953304354,-0.03580680956426917,-4.980123203363934,4.419635188175549,4.227112052023707,0.1478579364557921,0.03813803035637273,0.005705025414480084,0.9882565324613803,0.14318844317489327,-0.6109452737166324,0.45132368136884526,-0.15632267605374728,0.0034562641509111253,-0.012106153479298972,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
